accession	description	length	virus	mol_type	isolate	host	db_xref	country	date	strain	author	journal	title	division
MT326139	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1677/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29647	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1677/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1677/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326138	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1670/2020, complete genome	29766	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1670/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1670/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326137	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1715/2020, complete genome	29862	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1715/2020	Homo sapiens	taxon:2697049	USA	2020-03-19	SARS-CoV-2/human/USA/WA-UW-1715/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326136	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1689/2020, complete genome	29695	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1689/2020	Homo sapiens	taxon:2697049	USA	2020-03-19	SARS-CoV-2/human/USA/WA-UW-1689/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326135	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1718/2020, complete genome	29794	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1718/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1718/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326134	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1765/2020, complete genome	29864	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1765/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1765/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326133	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1712/2020, complete genome	29832	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1712/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1712/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326132	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1716/2020, complete genome	29888	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1716/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1716/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326131	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1673/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29381	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1673/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1673/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326130	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1697/2020, complete genome	29790	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1697/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1697/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326129	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1698/2020, complete genome	29895	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1698/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1698/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326128	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1652/2020, complete genome	29837	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1652/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1652/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326127	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1651/2020, complete genome	29861	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1651/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1651/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326126	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1659/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein, nsp11 region, (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29856	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1659/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1659/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326125	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1723/2020, complete genome	29828	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1723/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1723/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326124	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1672/2020, complete genome	29765	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1672/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1672/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326123	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1656/2020, complete genome	29744	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1656/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1656/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326122	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1640/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29616	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1640/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1640/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326121	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1666/2020, complete genome	29643	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1666/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1666/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326120	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1726/2020, complete genome	29848	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1726/2020	Homo sapiens	taxon:2697049	USA	2020-03-21	SARS-CoV-2/human/USA/WA-UW-1726/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326119	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1661/2020, complete genome	29854	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1661/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1661/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326118	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1728/2020, complete genome	29871	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1728/2020	Homo sapiens	taxon:2697049	USA	2020-03-21	SARS-CoV-2/human/USA/WA-UW-1728/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326117	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1688/2020, complete genome	29890	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1688/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1688/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326116	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1683/2020, complete genome	29865	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1683/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1683/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326115	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1675/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S) and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E) gene, partial cds; and membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29520	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1675/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1675/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326114	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1645/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29474	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1645/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1645/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326113	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1646/2020, complete genome	29858	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1646/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1646/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326112	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1644/2020, complete genome	29814	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1644/2020	Homo sapiens	taxon:2697049	USA	2020-03-20	SARS-CoV-2/human/USA/WA-UW-1644/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326111	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1822/2020, complete genome	29777	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1822/2020	Homo sapiens	taxon:2697049	USA	2020-03-22	SARS-CoV-2/human/USA/WA-UW-1822/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326110	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1821/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29773	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1821/2020	Homo sapiens	taxon:2697049	USA	2020-03-22	SARS-CoV-2/human/USA/WA-UW-1821/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326109	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1826/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29649	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1826/2020	Homo sapiens	taxon:2697049	USA	2020-03-22	SARS-CoV-2/human/USA/WA-UW-1826/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326108	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1825/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein, nsp11 region, (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29598	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1825/2020	Homo sapiens	taxon:2697049	USA	2020-03-22	SARS-CoV-2/human/USA/WA-UW-1825/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326107	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1827/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds	29643	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1827/2020	Homo sapiens	taxon:2697049	USA	2020-03-22	SARS-CoV-2/human/USA/WA-UW-1827/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
MT326106	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1831/2020, complete genome	29885	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW-1831/2020	Homo sapiens	taxon:2697049	USA	2020-03-22	SARS-CoV-2/human/USA/WA-UW-1831/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (12-APR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	
